0.0 -6.74776 -7.3459654 -1.0480564
0.10668945299999996 -6.7405815 -7.109076 -0.3493521
0.21350097599999998 -6.623333 -9.267402 0.8877372
0.32019042899999994 -6.4821568 -1.2514462 4.962714
0.42687988199999993 -6.4821568 1.9166509 5.8097734
0.533691406 -6.8195443 2.199004 6.474978
0.640380859 -6.6735826 2.3449662 7.085148
0.747070312 -6.6568327 4.342973 6.7764735
0.853759765 -7.350751 -4.4051867 4.5008993
0.9605491689999999 -6.8506513 -7.1688967 1.2634103
1.1739280749999998 -6.8315086 -6.7334027 -3.07717
1.387429051 -6.7094746 -7.3052874 -1.5218352
1.4941185049999999 -6.0634127 -7.3340015 -0.86859465
1.6008079579999999 -6.463014 -7.1952176 -2.6751757
1.707619481 -6.6089764 -7.21436 -2.0578275
1.920998387 -6.5084777 -7.097112 -1.8113668
2.241188817 -6.910472 -6.5682983 -0.14356937
2.34800034 -7.539784 -6.879365 0.39720857
2.454689794 -7.173682 -6.3744793 0.74177504
2.561379247 -7.635497 -6.8075805 1.268196
2.6680687 -7.4823565 -5.9246287 0.93320084
2.765114598 -7.2765737 -6.24766 1.0935199
2.881569676 -7.422536 -6.2285175 1.9357935
2.988238404 -7.5637126 -6.8219376 1.2203395
3.095049927 -7.446464 -4.2017965 3.751946
3.20173938 -7.786245 -3.0436704 4.347759
3.298785279 -8.446664 -1.9764715 3.237489
3.405474732 -8.212168 -0.39720857 5.1589255
3.512164185 -7.6809607 -0.5024927 6.302695
3.618975708 -7.530213 -0.27517462 6.3457656
3.725665161 -7.3698936 -0.148355 6.9702926
3.9390440680000003 -7.3028946 -0.9403793 6.6831536
4.045855591 -7.283752 -0.89013004 6.6041903
4.152545044 -7.3268228 -0.28953153 6.5515485
4.259234497 -7.542177 -0.33020952 6.2955165
4.366046021 -7.628319 -0.45942193 6.0658054
4.472735474 -7.587641 -0.09332009 6.192625
4.579424927 -7.487142 0.023928227 6.364908
4.68611438 -7.4679995 0.15074782 6.8099732
4.792925904 -7.771888 -0.7920243 6.7669024
4.889971802 -7.9011 1.2921243 5.85763
4.996639562 -8.025527 -0.04546363 5.197211
5.103329015 -7.8723865 0.85902333 5.541777
5.210018468 -7.372287 1.5002998 7.190432
5.316829992 -7.2789664 0.97866446 7.456035
5.530208898 -7.649854 0.7800602 5.757131
5.637020421 -7.4129643 0.2536392 6.472585
5.7437098749999995 -7.1569324 0.6771688 7.853244
5.850399328 -7.2287173 0.485743 6.8506513
5.957088781 -7.3172517 0.22013968 6.62094
6.063900304 -7.4033933 -0.050249275 6.5898337
6.170589757 -7.6307116 0.17467605 5.8624153
6.277279211 -7.661818 0.7968099 5.946164
6.384090734 -7.834101 0.3900301 7.1569324
6.490780187 -7.5230346 0.4833502 6.9056864
6.59746964 -7.4153576 0.39960137 6.678368
6.694515539 -7.4273214 0.32063824 6.6352973
6.801204992 -7.379465 0.25603202 7.0372915
6.908016515 -7.32443 1.538585 6.7740808
7.014685851 -7.987242 0.701097 5.477171
7.121375304 -7.556534 0.60777694 6.6999035
7.228186828 -7.597212 1.7563318 6.0825553
7.334876281 -7.7407813 1.2801601 5.5369916
7.441565734 -7.7383885 1.1389836 6.6424756
7.548255187 -7.5110703 1.3615161 6.2404814
7.655066711 -7.3698936 0.95712906 6.587441
7.761756164 -7.436893 0.97866446 6.029913
7.868445617000001 -7.52782 0.997807 6.235696
7.97525714 -7.649854 0.7082755 6.290731
8.072180969 -7.7503524 2.1008983 6.0323057
8.178992492 -7.932207 5.6997037 4.5535417
8.285681945 -7.003792 -3.9960139 0.9236295
8.392371398 -7.1952176 -7.984849 -4.8191447
8.499182922 -7.0133634 -11.533405 -4.855037
8.605872375 -6.9320073 11.126625 3.2087753
8.712561828 -7.0301127 0.8255238 6.9942207
8.819251281 -6.8985076 -13.076776 -2.469393
8.926062804 -10.717453 -7.405786 4.15394
9.032732729 -9.868001 -7.6426754 0.40677986
9.139422182 -9.097511 3.9314077 -2.0865414
9.246233705 -0.086141616 -4.546363 4.898108
9.352923158 4.735396 25.043282 6.6089764
9.459612611 -9.781859 -0.77766734 -8.800801
9.779803041 1.2658032 -2.210968 11.181661
9.886492494 2.8929226 -6.6185474 7.594819
